sentence1	sentence2	label	semantic_similarity	quality_flag
the racial makeup of the village was 9333 white 167 native american 333 african american and 167 from two or more races	the racial constitution of the village was 9333 white 167 native american 333 african american and 167 came from two or more races	1	0.9277	strong
born and raised in dallas was the son of margot born birmingham and ross perot	perot was born and raised in dallas the son of margot nee birmingham and ross perot	1	0.943	strong
his uncle wally griffiths taught his own sons tony and chris griffiths and digsy to play guitar	his uncle wally griffiths taught his own sons tony and chris griffiths and digsy guitare to play	1	0.9841	strong
aman is in love with neha boman irani daughter of mr patel nandana sen a conventional gujarati	aman is in love with neha nandana sen daughter of mr patel boman irani a conventional gujarati	0	0.9842	strong
cornelis van cleve painted mainly religious paintings and to a lesser extent mythological scenes and portraits	cornelis van cleve painted predominantly religious paintings and to a lesser extent mythological scenes and portraits	1	0.9957	strong
from 1973 to 2015 marian schreier was mayor of tengen his successor is helmut groß	from 1973 to 2015 helmut groß was the mayor of tengen his successor is marian schreier	0	0.9951	strong
during his stay in nwa bloom and bull pain nick dinsmore called rob conway for the nwa ovw southern tag team title challenged in a no contest	during his stay in nwa bloom bull pain challenged rob conway nick dinsmore for the nwa ovw southern tag team titles ending in a no contest	0	0.9685	strong
consequently master of social science degrees are quite common amongst finnish swedish graduates	consequently master of social science degrees are quite common amongst swedish and finnish graduates	1	0.9913	strong
trenčianske jastrabie is a village and municipality in the trenčín district in the region of trenčín in northwestern slovakia	trenčianske jastrabie is a village and municipality in the region of trenčín in the district of trenčín in northwestern slovakia	0	0.9991	strong
he is the son of juan he has three brothers danilo jr antonio danilo k rapadas and cerila matias rapadas and his sisters roberta and christina	he is the son of danilo k rapadas and cerila matias rapadas has three brothers danilo jr antonio juan and his sisters roberta and christina	0	0.9448	strong
in 1954 the company participated in gafsa in tunisia and then intervened in the war to algeria	in 1954 the company participated in gafsa in tunisia then interved to the war in algeria	1	0.9798	strong
green was a financial supporter of theresa may s prime ministerial campaign	green was a financial supporter of prime minister theresa may s campaign	1	0.9858	strong
it began as a fishing village inhabited by german settlers from the region of kaszub as well as some polish immigrants in 1870	it began as a fishing village inhabited by polish settlers from the kaszub region in 1870 as well as by some german immigrants	0	0.9965	strong
the doba river is a tributary of the river crişul mic in romania	the doba river is a tributary of the crişul mic river in romania	1	0.996	strong
disputes with leaders of marble hill persuaded the railroad to move their route through lutesville instead	disputes with leaders of lutesville persuaded the railroad to move their route through marble hill instead	0	0.9957	strong
on 4 may 2015 the uob opened its branch in myanmar in yangon	on 4 may 2015 the uob opened its branch in yangon myanmar	0	0.9964	strong
these positions are held by army bg michael c thompson army bg hopper t smith and air force bg gregory l ferguson	these positions are held by armee bg michael c thompson armye bg hopper t smith and air force bg gregory l ferguson	1	0.9636	strong
dedham was named maine after dedham massachusetts	dedham massachusetts was named after dedham maine	0	0.9873	strong
in june 1929 in new york city john william gordon powell married janet who was an investment counselor	in june 1929 janet married john william gordon powell in new york city who was an investment advisor	0	0.9686	strong
roy beisswenger and marino boric described the design 2015 in a review as elegant and elegant	reviewers roy beisswenger and marino boric described the design in a 2015 review as elegant and sleek	1	0.9224	strong
afterwards a simple black dress was used for formal occasions while the long black dress could be used for everything else	thereafter a long black gown was used for formal occasions while the simple black dress could be used for everything else	0	0.9639	strong
